,Links
0,https://www.agillemed.com.br/medicamentos/heparinox-60mg-0-6ml-sol-inj-com-2-seringas-preenchidas
1,https://www.agillemed.com.br/medicamentos-especiais/letrozol-2-5-mg-com-30-comprimidos
2,https://www.agillemed.com.br/aciclovir-200mg-c30comp-nova-quimica
3,https://www.agillemed.com.br/artrogen-duo-laranja-com-abacaxi-30-saches-de-11g
4,https://www.agillemed.com.br/phebo-sabonete-90gr-amazonian
5,https://www.agillemed.com.br/saude-e-bem-estar/bepantol-baby-30g-leve-3-pague-2
6,https://www.agillemed.com.br/medicamentos-especiais/medicamentos-genericos-especiais/abmetha-abiraterona-250-mg-c-120-cp
7,https://www.agillemed.com.br/medicamentos-especiais/cermaz-anastrozol-1mg-c-30-comprimidos
8,https://www.agillemed.com.br/medicamentos-especiais/saude-da-mulher-anticoncepcionais/exelring-etonogestrel-0-120mg-etinilestradiol-0-015mg-1-sache-com-1-anel-vaginal
9,https://www.agillemed.com.br/genericos/medicamentos-especiais/antineoplasicos-tratamento-do-cancer-imunomoduladores/letrozol-2-5mg-c30-comp
10,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/temodal-sachet-180mg-5-cap-sachet
11,https://www.agillemed.com.br/genericos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/letrozol-25mg-c30-comp-rev
12,https://www.agillemed.com.br/leucogen-80mg-c-30caps
13,https://www.agillemed.com.br/acetato-de-abiraterona-250mg-fr-120-cpr
14,https://www.agillemed.com.br/leucogen-200mg-xpe-120ml
15,https://www.agillemed.com.br/mesilato-de-imatinibe-400mg-com-30-comprimidos
16,https://www.agillemed.com.br/prolia-60mg-1ml
17,https://www.agillemed.com.br/medicamentos-especiais/antineoplasicos-tratamento-do-cancer-e-imunomoduladores/verzenios-200mg-60-comprimidos
18,https://www.agillemed.com.br/cardioxane-500mg-po-solucao-injetavel-ampola
19,https://www.agillemed.com.br/ferinject-injet-solucao-injetavel-ampola-10ml
20,https://www.agillemed.com.br/navelbine-30mg-1-capsula
21,https://www.agillemed.com.br/navelbine-20mg-1-capsula
22,https://www.agillemed.com.br/tabrecta-200mg-120-comprimidos
23,https://www.agillemed.com.br/kesimpta-20mg-solucao-injetavel-caneta-preenchida-0-4ml
24,https://www.agillemed.com.br/cosentyx-75mg-solucao-injetavel-seringa-preenchida-0-5ml
25,https://www.agillemed.com.br/densis-5mg-solucao-injetavel-bolsa-sistema-fechado-100ml
26,https://www.agillemed.com.br/somatuline-autogel-120mg-solucao-injetavel-seringa-preenchida-0-5ml
27,https://www.agillemed.com.br/privymtra-20mgml-solucao-injetavel-ampola-12ml
28,https://www.agillemed.com.br/esmeron-10mgml-solucao-injetavel-10-ampolas-5ml
29,https://www.agillemed.com.br/redtibin-50mg-po-solucao-injetavel-ampola
30,https://www.agillemed.com.br/gcib-200gm-po-solucao-injetavel-ampola-10ml
31,https://www.agillemed.com.br/lisodren-500mg-100-comprimidos
32,https://www.agillemed.com.br/trebyxan-20mgml-solucao-injetavel-ampola-5ml
33,https://www.agillemed.com.br/synagis-100mgml-solucao-injetavel-ampola-1ml
34,https://www.agillemed.com.br/temozolomida-140mg-5-capsulas-generico-sun-pharma
35,https://www.agillemed.com.br/micofenolato-de-sodio-360mg-120-comprimidos-generico-ems
36,https://www.agillemed.com.br/anastrozol-1mg-30-comprimidos-generico-blau-farmaceutica
37,https://www.agillemed.com.br/medicamentos-especiais/antineoplasicos-tratamento-do-cancer-e-imunomoduladores/docks-50mg-solucao-injetavel-ampola-25ml
38,https://www.agillemed.com.br/medicamentos-especiais/antineoplasicos-tratamento-do-cancer-e-imunomoduladores/docks-2mgml-solucao-injetavel-ampola-5ml
39,https://www.agillemed.com.br/noxx-100mg-solucao-injetavel-1-seringa-preenchida-1ml-sist-seguranca
40,https://www.agillemed.com.br/dacarb-200mg-inj-fa
41,https://www.agillemed.com.br/docetaxel-injecao-20mg-x-2ml
42,https://www.agillemed.com.br/carboplatina-10mgml-x-15-ml-pf-484-73-lote-p220
43,https://www.agillemed.com.br/ifosfamida-1g-inj-fa
44,https://www.agillemed.com.br/iban-150mg-1-cp-s-eurof
45,https://www.agillemed.com.br/doxorrubicina-50mg-inj-fa
46,https://www.agillemed.com.br/gencitabina-200mg-inj-fa
47,https://www.agillemed.com.br/gcib-1g-1fr-50ml-c-po-de-sol-iv
48,https://www.agillemed.com.br/ifosfamida-2g-inj-fa
49,https://www.agillemed.com.br/prolopa-dr-150mg-50-50mg-30comp
50,https://www.agillemed.com.br/tace-20mgml-sol-inj-1fa-x-4ml
51,https://www.agillemed.com.br/tremfya-100mg-one-press-c-ser-preenc-1ml-g
52,https://www.agillemed.com.br/carboplatina-10mgml-x-45ml-pf-1256-02-lote-p22
53,https://www.agillemed.com.br/gencitabina-1g-inj-fa
54,https://www.agillemed.com.br/bortyz-bortezomibe-3-5mg
55,https://www.agillemed.com.br/mesotem-500mg-1fr-ampola-50ml-cpo-p-sol-iv
56,https://www.agillemed.com.br/bormib-3-5mg-po-liof-inj-1-fa
57,https://www.agillemed.com.br/fiprima-60-muml-x-6-ser-sist-seg
58,https://www.agillemed.com.br/elome-3-5mg-inj-fa
59,https://www.agillemed.com.br/orgalutran-0-25mg0-5ml-1syr-org-bra
60,https://www.agillemed.com.br/akynzeo-0-56-300mg-cx-1-cap
61,https://www.agillemed.com.br/xifaxan-550mg-cx-28-comp-rev
62,https://www.agillemed.com.br/azacitidina-100-mg-po-liof-sus-inj-sc-ct-fa-vd-tra
63,https://www.agillemed.com.br/truxima-10mgml-sol-dil-infus-2fa-x-10ml
64,https://www.agillemed.com.br/cancidas-50mg-1dose-vial-bra
65,https://www.agillemed.com.br/seletiv-50mgml-c2-ser-preenchida-5ml
66,https://www.agillemed.com.br/bussulfano-6-0mgml-sol-dil-infu-c1-fras-amp-10ml
67,https://www.agillemed.com.br/gefitinibe-250mg-c-30comp
68,https://www.agillemed.com.br/puregon-pen-300ui-c1-carpule-0-480ml-6-agulhas
69,https://www.agillemed.com.br/elonva-100mcg-syr-bra-oss
70,https://www.agillemed.com.br/altryxen-50mg-inj-fa
71,https://www.agillemed.com.br/truxima-10mgml-sol-dil-infus-1fa-x-50ml
72,https://www.agillemed.com.br/noxafil-oral-susp-40mgml-bra-hei
73,https://www.agillemed.com.br/hyrimoz-40mg-sol-inj-c2-caneta-preench-0-8ml
74,https://www.agillemed.com.br/brenzys-50-mg-ml-sol-inj-ct-4-ser-preench-x-1ml
75,https://www.agillemed.com.br/zerbaxa-1g0-5g-10x20ml-vial-bra-mbl
76,https://www.agillemed.com.br/privymtra-240mg-c28comp
77,https://www.agillemed.com.br/cloridrato-de-valganciclovir-450-mg-com-rev-ct-fr
78,https://www.agillemed.com.br/trisenox-2mlml-sol-inj-iv-10x6ml
79,https://www.agillemed.com.br/zejula-100mg-c56
80,https://www.agillemed.com.br/privymtra-480mg-c28-comp
81,https://www.agillemed.com.br/medicamentos-especiais/medicamentos/antineoplasicos-tratamento-do-cancer-imunomoduladores/nubeqa-300mg-c-120comp
82,https://www.agillemed.com.br/medicamentos-especiais/medicamentos/antineoplasicos-tratamento-do-cancer-imunomoduladores/jakavi-10mg-c-60comp
83,https://www.agillemed.com.br/medicamentos-especiais/medicamentos/todos-outros-medicamentos-especiais/iclusig-15mg-c-30comp
84,https://www.agillemed.com.br/medicamentos-especiais/medicamentos/todos-outros-medicamentos-especiais/densis-5mg100ml-c1-bolsa-x-100ml-iv
85,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-tratamento-do-cancer-imunomoduladores/temodal-sachet-100mg-c5-capsulas
86,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/todos-os-outros-medicamentos-especiais/alfaepoetina-40-000ui-1-ser-preenchida-1ml-ss
87,https://www.agillemed.com.br/yervoy-50mg-cx-1fa-x-10ml
88,https://www.agillemed.com.br/xospata-40mg-cx-84-comp-rev
89,https://www.agillemed.com.br/xolair-pfs-150-mg-sol-inj-ct-1-ser-preenc-x-1-ml
90,https://www.agillemed.com.br/verzenios-50mg-cx-30-comp-rev
91,https://www.agillemed.com.br/verzenios-150-mg-c-60-cpr-rev
92,https://www.agillemed.com.br/verzenios-150-mg-c-30-cpr-rev
93,https://www.agillemed.com.br/verzenios-100mg-cx-30-comp-rev
94,https://www.agillemed.com.br/venclexta-50-mg-com-rev-x-7
95,https://www.agillemed.com.br/tremfya-100mg-sol-inj-1-ser-preench-1ml
96,https://www.agillemed.com.br/temozolomida-5mg-c5-caps
97,https://www.agillemed.com.br/tecentriq-840mg-sol-dil-infus-fa-x-14ml
98,https://www.agillemed.com.br/taltz-80mgml-sol-inj-ct-ser-preen-1ml-can-aplic
99,https://www.agillemed.com.br/skyrizi-75mg-sol-inj-2bl-ser-pree-0-83ml-2env-len
100,https://www.agillemed.com.br/rinvoq-15mg-c30-comp
101,https://www.agillemed.com.br/rarija-250mg-fr-120-comp-rev
102,https://www.agillemed.com.br/oxaliplatina-50mg-c1-fra-
103,https://www.agillemed.com.br/olumiant-2-mg-com-rev-ct-bl-al-al-x-30
104,https://www.agillemed.com.br/ninlaro-3-0mg-cx-3-cap
105,https://www.agillemed.com.br/neulastim-10mgml-sol-inj-ser-0-6ml-disp-seg
106,https://www.agillemed.com.br/mtx-1000-mg10-ml-sol-inj-1-fa
107,https://www.agillemed.com.br/lynparza-100mg-c56-cp
108,https://www.agillemed.com.br/libtayo-350mg-sol-inj-cx-fa-7ml
109,https://www.agillemed.com.br/inlyta-5mg-fct-x-60
110,https://www.agillemed.com.br/inlyta-1mg-fctcx-180-comp
111,https://www.agillemed.com.br/ilaris-150mg-po-liof-inj-1-fa
112,https://www.agillemed.com.br/hyrimoz-40-mg0-8-ml-x-2-seringas-pre-preenchidas
113,https://www.agillemed.com.br/erfandel-4mg-cx-56-comp-rev
114,https://www.agillemed.com.br/emgality-120mg-1ml-x-1-can-aplic
115,https://www.agillemed.com.br/dupixent-175mgml-sol-inj-2-ser-preenc-x-1-14ml-si
116,https://www.agillemed.com.br/ddavp-0-2mg-fr-30-comp
117,https://www.agillemed.com.br/cresemba-100mg-cx-14-cap
118,https://www.agillemed.com.br/calquence-100mg-cap-ct-x-60
119,https://www.agillemed.com.br/ajovy-150mg-sol-inj-01-ser-preenc-1ml
120,https://www.agillemed.com.br/acetato-de-abiraterona-250mg-fr-120-comp
121,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/venclexta-pack-1001050mg-42cp
122,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/venclexta-100-mg-com-rev-ct-fr-plas-opc-x-120-cpr
123,https://www.agillemed.com.br/genericos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/temozolomida-250mg-c5-cap
124,https://www.agillemed.com.br/genericos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/temozolomida-180mg-c5-cap
125,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/temodal-sachet-5mg-5-cap
126,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/temodal-sachet-250mg-5cap-sachet
127,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/temodal-sachet-20mg-5cap-sachet-bra
128,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/temodal-iv-100mg
129,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/esclerose-multipla/tecfidera-240mg-cap-lib-ret-56cp
130,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/imunoglobulinas/synagis-100mgml-sol-inj-fa-05ml-50-mg
131,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/remsima-100mg-po-liof-inj-iv-cx1fax10ml-inflix
132,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/nucala-100mg-po-liof-inj
133,https://www.agillemed.com.br/genericos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/micofenolato-sodio-360mg-50-comp
134,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/degeneracao-macular-retinopatias/lucentis-10mgml-sol-inj-1-fa-023mlagu-filtro
135,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/lenvima-10-mg-c30-cpr
136,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/kisqali-200mg-cx-63-comp-rev
137,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/kisqali-200mg-cx-42-comp-rev
138,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/kisqali-200mg-cx-21-comp-rev
139,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/imfinzi-500mg10ml-sol-inj
140,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/ibrance-75mg-cx-21-cap
141,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/ibrance-125mg-cap-dura-21
142,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/ibrance-100mg-cap-dura-21
143,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/humira-ac-40mg-sol-inj-2blser-preenc-04menv-le
144,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/flusan-500-mg-sol-inj-50fa-x-10ml
145,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/fasenra-30mgml-sol-inj-ser-preench-1ml
146,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/evomid-10-mg-fa-1-unid
147,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/erleada-60mg-fr-120-comp-rev
148,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/doceuno-80mg4ml-inj-4ml-1fa
149,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/doceuno-20mgml-inj-1ml-1fa
150,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/hormonios-antidiureticos/ddavp-01mg-fr-30-comp
151,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/benlysta-120mg-po-liof-inj-fa-5ml
152,https://www.agillemed.com.br/medicamentos/medicamentos-especiais/antineoplasicos-imunossupressores-imunomuduladores-tratamento-cancer/alecensa-150mg-cx-224-cap
153,https://www.agillemed.com.br/menopur-multidose-1200ui
154,https://www.agillemed.com.br/menopur-multidose-600ui
155,https://www.agillemed.com.br/menopur-75ui-po-liof-inj-ct-5-fa-5-amp-dil-x-1
156,https://www.agillemed.com.br/tykerb-250mg-fr-70-comp-
157,https://www.agillemed.com.br/rekovelle-12mcg-inj-can-apl-vd-0-36ml-3-ag-subc
158,https://www.agillemed.com.br/rekovelle-72mcg-inj-can-apl-vd-2-16ml-9-ag-subc
159,https://www.agillemed.com.br/zoladex-10-8mg-1ser-pre-enchida
160,https://www.agillemed.com.br/temozolomida-5mg-5-cap-eurofarma
161,https://www.agillemed.com.br/temozolomida-250mg-fr-x-5-cap-gel
162,https://www.agillemed.com.br/temozolomida-140mg-5-cap-eurofarma
163,https://www.agillemed.com.br/temozolomida-100mg-fr-x-5-cap-gel
164,https://www.agillemed.com.br/temodal-sachet-140mg-sach-5-cap
165,https://www.agillemed.com.br/tagrisso-80-mg-com-rev-ct-bl-al-al-x-30
166,https://www.agillemed.com.br/tafinlar-75mg-cx-120-cap-
167,https://www.agillemed.com.br/micofenolato-de-mofetila-500-mg-c-50-cpr-g
168,https://www.agillemed.com.br/merional-hg-75ui-po-liof-inj-imsc-cx-fa-dil-amp-1
169,https://www.agillemed.com.br/mekinist-2mg-c-30-cpr
170,https://www.agillemed.com.br/mekinist-0-5-mgdose-com-rev-ct-fr-plas-opc-x-30
171,https://www.agillemed.com.br/matiz-250mg-120cpr
172,https://www.agillemed.com.br/hemax-4-000ui-1fra-dil-2ml
173,https://www.agillemed.com.br/fulvestranto-250-mg5ml-inj-2-seringas
174,https://www.agillemed.com.br/evomixan-20-mg-sol-inj-fa-10ml
175,https://www.agillemed.com.br/duphaston-10mg-cx-28-comp-rev
176,https://www.agillemed.com.br/corretal-500mg-120cp
177,https://www.agillemed.com.br/botulim-50-u-po-liof-inj-01-ct-c-01-fr-amp-inc
178,https://www.agillemed.com.br/bortezomibe-3-5-inj-generico
179,https://www.agillemed.com.br/abraxane-100mg-inj-c1-fr
180,https://www.agillemed.com.br/andalan-comfort-mini-cu-375
181,https://www.agillemed.com.br/andalan-comfort-cu-375
182,https://www.agillemed.com.br/andalan-silverflex-mini-cu-380-ag-anticoncepcional
183,https://www.agillemed.com.br/stelara-90mg-sol-inj-1-ser-preenc-1ml
184,https://www.agillemed.com.br/everolimo-10mg-com-28-cpr
185,https://www.agillemed.com.br/everolimo-5mg-com-28-cpr
186,https://www.agillemed.com.br/exemestano-25mg-cx-30-comp-rev
187,https://www.agillemed.com.br/riximyo-500-mg-1-fr-50-ml
188,https://www.agillemed.com.br/xgeva-120mg-sol-inj-fa-1-7ml
189,https://www.agillemed.com.br/diu-dispositivo-intra-uterino-andalan-silverflex-cu-380ag
190,https://www.agillemed.com.br/andalan-comfort-cu-250-diu
191,https://www.agillemed.com.br/diu-dispositivo-intra-uterino-andalan-classic-cu-380
192,https://www.agillemed.com.br/evodazin-100mg-po-liof-inj-fa
193,https://www.agillemed.com.br/lynparza-150-mg-com-rev-ct-bl-al-x-56
194,https://www.agillemed.com.br/cuprimine-250mg-cx-100-cap
195,https://www.agillemed.com.br/synagis-100mg-ml-x-1-0ml-100mg
196,https://www.agillemed.com.br/ocrevus-vial-300-mg-10-ml
197,https://www.agillemed.com.br/humira-40mg-0-4ml-caixa-contendo-2-canetas-advanced-com-0-4ml-de-soluc-o-de-uso-subcutaneo-2-lencos-umedecidos-em-alcool
198,https://www.agillemed.com.br/imbruvica-140mg-caixa-com-120-capsulas
199,https://www.agillemed.com.br/mitexan-600mg-c-20-cp
200,https://www.agillemed.com.br/alkeran-2mg-25-cp-aspen
201,https://www.agillemed.com.br/cimaher-50mg-sol-inj-4-fa-x-10ml
202,https://www.agillemed.com.br/kyprolis-62mg-po-liof-sol-inj-1fa
203,https://www.agillemed.com.br/leukeran-2mg-c-25-cp-aspen-pharma
204,https://www.agillemed.com.br/tecnomet-2-5mg-c-20comp
205,https://www.agillemed.com.br/dupixent-150mg-ml-cx-2-ser-x-2ml
206,https://www.agillemed.com.br/ambisome-50mg-po-liof-inj-cx-10fa
207,https://www.agillemed.com.br/cosentyx-150mg-ml-sol-inj-1-ser-x-1ml-1-can-aplic
208,https://www.agillemed.com.br/xalkori-255mg-fr-60-cap
209,https://www.agillemed.com.br/ofev-100mg-cx-60-cap
210,https://www.agillemed.com.br/lemtrada-10mg-ml-sol-infus
211,https://www.agillemed.com.br/indux-50mg-c-10comp
212,https://www.agillemed.com.br/ofev-150mg-com-60-capsulas-gel
213,https://www.agillemed.com.br/actemra-sc-162mg-sol-inj-4-ser-preench-x-0-9ml
214,https://www.agillemed.com.br/fauldmetro-50-mg-5fa-2ml
215,https://www.agillemed.com.br/botulim-200-u-po-liof-inj-01-ct-c-01-fr-amp-inc
216,https://www.agillemed.com.br/botulim-100-u-tipo-a-po-lio-c-1-fr-amp
217,https://www.agillemed.com.br/aranesp-500mcg-ml-sol-inj-ser-preen-1-0-ml-ag
218,https://www.agillemed.com.br/mabthera-500mg-com-1-fra-x-50ml
219,https://www.agillemed.com.br/mycamine-100mg-po-sol-inj-fa-x-1
220,https://www.agillemed.com.br/javlor-25mg-ml-sol-dil-infus-fa-x-10ml
221,https://www.agillemed.com.br/glypressin-1mg-sol-po-inj-x-fa-dil-5ml
222,https://www.agillemed.com.br/yervoy-200mg-cx-1fa-x-40ml
223,https://www.agillemed.com.br/benlysta-400mg-po-liof-inj-fa
224,https://www.agillemed.com.br/giotrif-40-mg-c-28-cpr
225,https://www.agillemed.com.br/firmagon-80mg-po-liof-inj-1fa-1dil-x-4-2ml-1agu-da
226,https://www.agillemed.com.br/proazitax-60-mg-c-1-fra-1dil
227,https://www.agillemed.com.br/eylia-40mg-ml-sol-inj-1fa-x-0-278ml-agu
228,https://www.agillemed.com.br/firmagon-120mg-po-liof-inj-2fa-2dil-x-3ml-2adap-em
229,https://www.agillemed.com.br/euflexxa-10mg-ml-sol-inj-3-ser-preec-x2ml
230,https://www.agillemed.com.br/fostimon-m-75ui-po-liof-inj-fa-dil-x-1ml
231,https://www.agillemed.com.br/imbruvica-140mg-cx-90-cap-gel-dura
232,https://www.agillemed.com.br/elonva-150mcg-sol-inj-x-1-ser-0-5ml
233,https://www.agillemed.com.br/rapamune-1mg-cx-60-drg
234,https://www.agillemed.com.br/faulblastina-10mg-caixa-com-5fra-x-10ml
235,https://www.agillemed.com.br/capecitabina-500mg-cx-120-comp-rev
236,https://www.agillemed.com.br/caprelsa-300mg-cx-30-comp-rev
237,https://www.agillemed.com.br/erivedge-150mg-cx-28-cap
238,https://www.agillemed.com.br/esbriet-267mg-cx-270-cap
239,https://www.agillemed.com.br/perjeta-420mg-cx-1fa
240,https://www.agillemed.com.br/adcetris-50mg-po-liof-cx-1fa
241,https://www.agillemed.com.br/citrato-de-tamoxifeno-10-mg-c-30-cpr
242,https://www.agillemed.com.br/riximyo-10mg-ml-sol-dil-infus-2fr-x-10-ml
243,https://www.agillemed.com.br/revolade-25mg-cx-14-comp
244,https://www.agillemed.com.br/fostimon-m-150ui-po-liof-inj-fa-dil-x-1ml
245,https://www.agillemed.com.br/sandimmun-50mg-inj-cx-10amp-x-1ml
